Class Times	5
Rooms	50
1	736
2	485
3	313
4	526
5	367
6	46
7	382
8	547
9	166
10	970
11	25
12	157
13	671
14	418
15	120
16	267
17	920
18	384
19	483
20	868
21	313
22	440
23	387
24	495
25	251
26	536
27	979
28	111
29	532
30	411
31	636
32	77
33	506
34	787
35	515
36	958
37	368
38	873
39	228
40	752
41	908
42	18
43	636
44	915
45	782
46	594
47	857
48	619
49	828
50	185
Classes	50
Teachers	25
1	14
2	5
3	13
4	20
5	17
6	18
7	20
8	14
9	5
10	19
11	18
12	9
13	10
14	24
15	1
16	15
17	11
18	24
19	19
20	4
21	15
22	17
23	25
24	7
25	7
26	11
27	25
28	16
29	1
30	21
31	16
32	9
33	8
34	6
35	13
36	10
37	12
38	3
39	12
40	2
41	21
42	6
43	23
44	2
45	22
46	22
47	23
48	4
49	8
50	3
