Class Times	10
Rooms	10
1	631
2	769
3	926
4	797
5	792
6	20
7	394
8	879
9	365
10	753
Classes	80
Teachers	40
1	23
2	18
3	13
4	21
5	16
6	33
7	17
8	20
9	21
10	27
11	24
12	3
13	28
14	20
15	17
16	36
17	32
18	6
19	11
20	38
21	26
22	2
23	26
24	24
25	36
26	6
27	40
28	3
29	10
30	34
31	27
32	15
33	22
34	30
35	16
36	39
37	7
38	5
39	10
40	15
41	30
42	2
43	23
44	11
45	37
46	38
47	25
48	34
49	19
50	35
51	25
52	8
53	7
54	29
55	40
56	39
57	12
58	31
59	1
60	22
61	12
62	33
63	28
64	5
65	31
66	19
67	35
68	18
69	13
70	9
71	9
72	4
73	8
74	1
75	14
76	14
77	4
78	37
79	32
80	29
