Class Times	400
Rooms	400
1	90
2	992
3	777
4	614
5	847
6	834
7	977
8	853
9	192
10	249
11	313
12	958
13	348
14	732
15	99
16	310
17	103
18	213
19	785
20	848
21	188
22	46
23	707
24	230
25	712
26	138
27	672
28	886
29	25
30	915
31	951
32	378
33	524
34	972
35	512
36	32
37	458
38	301
39	714
40	199
41	256
42	567
43	230
44	932
45	150
46	33
47	509
48	888
49	109
50	402
51	632
52	71
53	529
54	303
55	990
56	757
57	686
58	972
59	929
60	314
61	494
62	121
63	550
64	780
65	747
66	435
67	645
68	936
69	243
70	750
71	248
72	416
73	228
74	171
75	685
76	694
77	712
78	267
79	537
80	316
81	983
82	464
83	329
84	735
85	840
86	859
87	191
88	736
89	888
90	729
91	363
92	403
93	654
94	570
95	237
96	251
97	377
98	799
99	81
100	604
101	57
102	992
103	317
104	328
105	901
106	885
107	580
108	63
109	659
110	150
111	289
112	553
113	44
114	222
115	621
116	401
117	723
118	216
119	882
120	14
121	729
122	80
123	277
124	736
125	429
126	930
127	116
128	639
129	762
130	941
131	773
132	102
133	389
134	649
135	137
136	436
137	884
138	767
139	370
140	730
141	333
142	469
143	763
144	396
145	327
146	790
147	199
148	295
149	118
150	986
151	10
152	427
153	770
154	388
155	187
156	414
157	295
158	914
159	666
160	512
161	956
162	312
163	380
164	340
165	486
166	478
167	912
168	718
169	89
170	243
171	374
172	857
173	573
174	999
175	341
176	866
177	194
178	139
179	319
180	953
181	624
182	210
183	314
184	982
185	641
186	875
187	488
188	225
189	110
190	648
191	535
192	962
193	391
194	943
195	554
196	389
197	530
198	653
199	46
200	250
201	624
202	325
203	496
204	965
205	219
206	457
207	434
208	662
209	783
210	681
211	563
212	368
213	225
214	678
215	821
216	69
217	573
218	983
219	837
220	510
221	860
222	348
223	750
224	737
225	829
226	922
227	689
228	540
229	415
230	472
231	321
232	153
233	662
234	336
235	864
236	832
237	749
238	981
239	964
240	12
241	109
242	634
243	94
244	100
245	716
246	149
247	574
248	247
249	95
250	519
251	701
252	169
253	924
254	808
255	998
256	14
257	166
258	609
259	377
260	692
261	601
262	984
263	867
264	436
265	577
266	595
267	914
268	747
269	732
270	789
271	42
272	529
273	55
274	369
275	941
276	25
277	610
278	562
279	236
280	248
281	347
282	46
283	558
284	298
285	219
286	238
287	352
288	434
289	357
290	330
291	177
292	506
293	565
294	128
295	128
296	165
297	65
298	642
299	374
300	702
301	374
302	271
303	319
304	593
305	19
306	477
307	939
308	60
309	748
310	121
311	102
312	456
313	592
314	45
315	318
316	49
317	829
318	821
319	957
320	893
321	273
322	909
323	215
324	831
325	307
326	678
327	423
328	444
329	607
330	444
331	674
332	977
333	837
334	228
335	720
336	594
337	483
338	939
339	581
340	432
341	335
342	407
343	944
344	551
345	316
346	326
347	381
348	81
349	665
350	738
351	308
352	493
353	694
354	625
355	68
356	967
357	447
358	821
359	742
360	814
361	896
362	116
363	342
364	659
365	783
366	671
367	790
368	738
369	156
370	933
371	514
372	989
373	736
374	325
375	261
376	717
377	480
378	182
379	896
380	229
381	456
382	856
383	366
384	223
385	175
386	951
387	430
388	154
389	434
390	498
391	46
392	445
393	577
394	640
395	719
396	523
397	553
398	670
399	330
400	791
Classes	80000
Teachers	40000
1	2746
2	29378
3	2647
4	2035
5	27294
6	4904
7	10955
8	39054
9	18515
10	31221
11	27713
12	31762
13	31168
14	33563
15	12038
16	36120
17	2675
18	31601
19	4681
20	33627
21	11277
22	10753
23	27058
24	26750
25	36349
26	4689
27	28485
28	35013
29	24349
30	30240
31	29718
32	11954
33	12180
34	11882
35	13038
36	10453
37	9203
38	8159
39	18709
40	3973
41	4219
42	15144
43	14401
44	1197
45	22236
46	959
47	6284
48	34163
49	18483
50	20016
51	33938
52	13985
53	17968
54	5949
55	20363
56	17417
57	34869
58	38894
59	35547
60	31887
61	27465
62	17146
63	27762
64	31299
65	24469
66	37119
67	9640
68	1036
69	3922
70	1598
71	32929
72	24686
73	15851
74	27556
75	1486
76	9318
77	17380
78	25205
79	39526
80	28550
81	9733
82	13797
83	12610
84	6537
85	9469
86	32059
87	1512
88	624
89	3528
90	27728
91	21363
92	10331
93	4318
94	7624
95	15850
96	16034
97	25547
98	24180
99	12385
100	38058
101	33159
102	33626
103	20723
104	17607
105	13261
106	3484
107	14588
108	2133
109	27892
110	31307
111	1177
112	2378
113	776
114	32221
115	3397
116	24729
117	12800
118	29717
119	8337
120	24960
121	7815
122	23081
123	5382
124	27537
125	33810
126	27048
127	8867
128	23761
129	5774
130	16671
131	12055
132	33207
133	11123
134	15506
135	18092
136	22656
137	16004
138	1299
139	4459
140	17335
141	3768
142	34043
143	13230
144	8558
145	11298
146	11129
147	31355
148	13364
149	33527
150	38293
151	12397
152	14446
153	3622
154	38814
155	31136
156	17446
157	30934
158	13346
159	613
160	7748
161	29458
162	25591
163	21303
164	26328
165	37439
166	22531
167	5737
168	15586
169	8681
170	10011
171	39140
172	28528
173	5565
174	24188
175	15317
176	31244
177	13746
178	25879
179	3434
180	37557
181	22816
182	18405
183	19556
184	310
185	22984
186	20640
187	39407
188	25668
189	25279
190	7048
191	26139
192	20305
193	25170
194	37376
195	7705
196	7579
197	23330
198	2875
199	19397
200	4211
201	32075
202	6726
203	3143
204	15850
205	14529
206	27393
207	9307
208	16166
209	21526
210	9465
211	46
212	23082
213	27754
214	12089
215	15082
216	6676
217	35594
218	36143
219	18430
220	814
221	7792
222	3996
223	13602
224	35076
225	36833
226	7085
227	8847
228	20979
229	31089
230	34078
231	34717
232	28547
233	57
234	4246
235	23670
236	3006
237	1014
238	35719
239	23434
240	9866
241	7981
242	25793
243	38665
244	28134
245	24964
246	20619
247	13287
248	10150
249	26111
250	24976
251	11125
252	2231
253	5841
254	10703
255	5663
256	8228
257	35591
258	16761
259	9435
260	9376
261	26831
262	27203
263	6651
264	4855
265	22278
266	28843
267	3863
268	707
269	31172
270	31826
271	15951
272	27848
273	36156
274	38102
275	9457
276	26492
277	17497
278	19987
279	31687
280	33323
281	27236
282	9196
283	39362
284	4142
285	6549
286	2375
287	10408
288	38553
289	32461
290	18930
291	449
292	20813
293	26519
294	18645
295	3393
296	33593
297	12645
298	8176
299	3081
300	36514
301	31936
302	5819
303	18328
304	31630
305	19339
306	32560
307	2943
308	22093
309	14996
310	14040
311	9706
312	32170
313	8579
314	23769
315	5254
316	36197
317	28407
318	3585
319	21802
320	6469
321	31772
322	25267
323	312
324	36301
325	15281
326	29591
327	14840
328	31268
329	3570
330	29365
331	4212
332	11093
333	34273
334	24757
335	17965
336	34697
337	12389
338	36994
339	9694
340	35008
341	37158
342	25275
343	11901
344	37361
345	1304
346	27219
347	29487
348	427
349	1182
350	31600
351	29682
352	31935
353	5375
354	419
355	18110
356	39005
357	20003
358	33143
359	15586
360	26206
361	26010
362	27232
363	8014
364	865
365	34726
366	14805
367	446
368	37371
369	13836
370	14797
371	12053
372	18827
373	466
374	3281
375	15723
376	9480
377	38553
378	12449
379	6674
380	24601
381	34086
382	2376
383	39267
384	11266
385	27640
386	974
387	18823
388	24825
389	35204
390	9094
391	22449
392	18214
393	15282
394	2687
395	34490
396	27078
397	15235
398	36056
399	11328
400	10580
401	18772
402	13978
403	7895
404	9448
405	28202
406	30849
407	23806
408	28143
409	11654
410	17698
411	37744
412	11997
413	12247
414	19197
415	212
416	12859
417	31236
418	19600
419	30602
420	14394
421	22194
422	26360
423	6525
424	22163
425	2661
426	31271
427	11292
428	31271
429	21234
430	29997
431	17448
432	28536
433	22521
434	31370
435	26410
436	5276
437	3747
438	7733
439	795
440	35029
441	22109
442	17675
443	39368
444	7574
445	21444
446	23977
447	25187
448	31821
449	3688
450	34328
451	14069
452	6476
453	1507
454	13072
455	39781
456	35462
457	12757
458	1865
459	9155
460	37153
461	38043
462	19643
463	27772
464	10314
465	35083
466	12002
467	35924
468	38823
469	27159
470	32062
471	14693
472	30813
473	9367
474	34834
475	30401
476	549
477	21135
478	31213
479	37989
480	3509
481	4719
482	2999
483	33656
484	12771
485	18626
486	34317
487	16167
488	29451
489	6681
490	25543
491	4366
492	38886
493	5522
494	22318
495	13776
496	10347
497	6367
498	3616
499	3750
500	19718
501	35033
502	19419
503	2752
504	26011
505	34370
506	10812
507	35373
508	23387
509	25760
510	4602
511	31182
512	15968
513	24367
514	22866
515	30963
516	34129
517	2979
518	17543
519	7276
520	24693
521	10978
522	14592
523	28262
524	35772
525	31025
526	15096
527	9347
528	37819
529	2207
530	6350
531	8067
532	9123
533	3639
534	19570
535	21885
536	5723
537	38890
538	18022
539	24999
540	7189
541	14330
542	36307
543	33278
544	21282
545	21893
546	35348
547	20162
548	38167
549	20225
550	25616
551	32517
552	30176
553	12361
554	11676
555	3758
556	33347
557	20622
558	12898
559	10228
560	24966
561	11148
562	17571
563	21832
564	25554
565	35350
566	10848
567	3615
568	8287
569	20639
570	31404
571	33723
572	13490
573	28289
574	8885
575	5432
576	25831
577	5461
578	15946
579	5421
580	38295
581	17811
582	17533
583	23835
584	26419
585	38204
586	9173
587	8912
588	30886
589	28609
590	39246
591	12990
592	4289
593	2028
594	11869
595	28726
596	2110
597	28337
598	32195
599	33556
600	17843
601	4165
602	327
603	34298
604	22468
605	37669
606	39862
607	7689
608	19450
609	12605
610	29311
611	364
612	14145
613	3819
614	36796
615	4951
616	12484
617	2835
618	38649
619	27511
620	15307
621	25295
622	9672
623	13529
624	34660
625	12325
626	36201
627	11126
628	35103
629	29562
630	32862
631	15418
632	10794
633	27529
634	654
635	29391
636	17548
637	35514
638	8978
639	14745
640	23495
641	11475
642	9471
643	9562
644	13410
645	39092
646	7432
647	25139
648	16897
649	19600
650	30504
651	6698
652	21487
653	23078
654	27783
655	25102
656	16353
657	7303
658	197
659	30115
660	24105
661	11039
662	19763
663	19554
664	16180
665	4761
666	6959
667	20224
668	26425
669	20596
670	28078
671	1248
672	37823
673	22863
674	5211
675	32054
676	15086
677	22639
678	37682
679	27533
680	12470
681	38710
682	23766
683	1627
684	38979
685	20789
686	33984
687	15895
688	14963
689	9926
690	21620
691	17514
692	3387
693	9381
694	2489
695	16026
696	9959
697	4099
698	24900
699	32241
700	18482
701	8406
702	33658
703	36630
704	26665
705	3013
706	30615
707	26900
708	14123
709	10324
710	11337
711	31966
712	35039
713	30872
714	26045
715	27148
716	25143
717	26332
718	26856
719	26113
720	34242
721	1554
722	26986
723	19955
724	24778
725	8631
726	35969
727	12216
728	23189
729	2009
730	3751
731	17812
732	38624
733	10424
734	2078
735	9465
736	3416
737	27215
738	20756
739	20766
740	27480
741	6833
742	6735
743	12337
744	6094
745	16699
746	23639
747	36522
748	4675
749	17594
750	37188
751	4611
752	17840
753	13431
754	27327
755	34981
756	11921
757	26370
758	20798
759	14955
760	4119
761	12985
762	29090
763	15965
764	37508
765	1682
766	7420
767	1366
768	34330
769	34168
770	32551
771	17539
772	1586
773	10927
774	3412
775	8515
776	39330
777	1900
778	1801
779	7173
780	35543
781	21643
782	34674
783	25052
784	19949
785	28942
786	9132
787	19172
788	5937
789	23109
790	1216
791	37194
792	14187
793	15133
794	15637
795	29152
796	18192
797	16590
798	22009
799	10407
800	21112
801	31139
802	30766
803	9974
804	1213
805	13972
806	16409
807	12767
808	11093
809	38255
810	35159
811	33463
812	21340
813	12204
814	27250
815	21595
816	4855
817	36656
818	20424
819	8314
820	22501
821	14958
822	20745
823	9197
824	17926
825	11534
826	259
827	37038
828	39176
829	33063
830	39587
831	4076
832	2431
833	19896
834	39180
835	33372
836	19744
837	11749
838	38236
839	10726
840	14741
841	30369
842	28294
843	6508
844	30028
845	5415
846	13108
847	24120
848	15396
849	14154
850	32002
851	9587
852	20316
853	9583
854	35477
855	14272
856	6769
857	7385
858	15124
859	7334
860	13861
861	24913
862	21144
863	1765
864	34324
865	23421
866	36901
867	1288
868	30858
869	9555
870	8495
871	36880
872	38900
873	28204
874	6474
875	21016
876	19098
877	13870
878	5348
879	32974
880	10328
881	22632
882	33845
883	5795
884	997
885	25441
886	25029
887	29033
888	36770
889	2934
890	1009
891	3653
892	6409
893	2532
894	3406
895	6789
896	29521
897	33406
898	19850
899	23273
900	21620
901	571
902	31153
903	24600
904	9642
905	25402
906	16543
907	9162
908	27136
909	38937
910	29295
911	33260
912	30596
913	32288
914	26657
915	11617
916	20364
917	14290
918	1141
919	28188
920	220
921	22176
922	20774
923	10397
924	4006
925	21853
926	29980
927	7929
928	15662
929	18536
930	7384
931	24645
932	26966
933	17523
934	19478
935	30699
936	16553
937	3377
938	17967
939	21492
940	11787
941	1362
942	32474
943	8649
944	34508
945	18491
946	8584
947	1897
948	11136
949	26993
950	13941
951	33861
952	31184
953	37350
954	32980
955	14677
956	25541
957	21591
958	5152
959	30520
960	32433
961	13540
962	14091
963	8293
964	25610
965	37616
966	28627
967	14517
968	22718
969	1196
970	24039
971	14860
972	34139
973	30148
974	7235
975	14726
976	21820
977	28730
978	17080
979	11964
980	37036
981	2594
982	15864
983	9451
984	4930
985	9207
986	5676
987	5267
988	26682
989	28768
990	10345
991	17054
992	7596
993	29037
994	6731
995	18509
996	37348
997	759
998	15889
999	31541
1000	38609
1001	31241
1002	33232
1003	7394
1004	9498
1005	9724
1006	26039
1007	11868
1008	26728
1009	346
1010	5923
1011	29979
1012	38296
1013	676
1014	3218
1015	18010
1016	31269
1017	23057
1018	30330
1019	28585
1020	21360
1021	32518
1022	23230
1023	37332
1024	31938
1025	2155
1026	26338
1027	26856
1028	1769
1029	1058
1030	8591
1031	21559
1032	19881
1033	20650
1034	10721
1035	20492
1036	4583
1037	5389
1038	9397
1039	37653
1040	39759
1041	29043
1042	17404
1043	21317
1044	8580
1045	17003
1046	15424
1047	25166
1048	1807
1049	20607
1050	15925
1051	1708
1052	39665
1053	26173
1054	19495
1055	8132
1056	13117
1057	7933
1058	15476
1059	62
1060	18373
1061	31603
1062	19652
1063	11336
1064	29065
1065	38537
1066	20049
1067	27857
1068	21115
1069	27036
1070	6469
1071	18798
1072	38577
1073	28179
1074	29654
1075	24982
1076	23295
1077	2443
1078	11892
1079	6565
1080	11096
1081	27570
1082	23210
1083	22416
1084	22140
1085	37628
1086	37273
1087	22414
1088	8417
1089	31506
1090	10655
1091	9953
1092	8098
1093	22528
1094	10800
1095	31831
1096	1185
1097	29000
1098	4956
1099	11553
1100	5825
1101	31164
1102	8316
1103	2630
1104	27688
1105	38844
1106	19139
1107	22044
1108	19327
1109	25169
1110	6570
1111	19853
1112	31694
1113	17063
1114	19100
1115	36267
1116	30490
1117	7994
1118	24219
1119	28062
1120	16408
1121	1071
1122	39897
1123	5405
1124	16249
1125	32356
1126	3440
1127	9941
1128	13262
1129	29906
1130	1362
1131	25100
1132	26855
1133	21165
1134	33810
1135	28091
1136	27057
1137	10716
1138	18307
1139	36123
1140	26174
1141	36148
1142	141
1143	21184
1144	23130
1145	28779
1146	31243
1147	710
1148	34688
1149	18526
1150	7250
1151	36145
1152	7518
1153	21632
1154	25465
1155	26339
1156	16837
1157	12623
1158	37182
1159	14777
1160	37740
1161	17455
1162	39510
1163	3594
1164	36576
1165	25896
1166	28199
1167	16267
1168	29629
1169	33693
1170	28394
1171	5887
1172	28482
1173	17901
1174	9876
1175	6263
1176	14779
1177	3949
1178	2735
1179	6218
1180	16493
1181	5833
1182	4937
1183	38722
1184	13502
1185	29525
1186	31744
1187	39745
1188	38319
1189	5787
1190	36023
1191	38469
1192	39807
1193	36530
1194	36257
1195	20865
1196	805
1197	16529
1198	34330
1199	20457
1200	27754
1201	317
1202	7381
1203	9593
1204	39995
1205	16555
1206	17145
1207	15919
1208	22638
1209	36079
1210	6997
1211	14460
1212	9376
1213	25371
1214	22560
1215	16167
1216	15824
1217	7734
1218	38278
1219	17729
1220	30752
1221	36413
1222	2188
1223	11506
1224	38628
